Código,Nome,PU,Taxa Indicativa,data,Indexer
PLSB1A,AUTOPISTA LITORAL SUL S/A. (*),1143.73,6.9,24/09/2024,IPCA +
PPTE11,PORTO PRIMAVERA TRANSMISSORA DE ENERGIA S.A.,891.88,6.71,24/09/2024,IPCA +
PRAS11,PIRAPORA SOLAR HOLDING S.A. (*) (**),1046.76,6.64,24/09/2024,IPCA +
PRPO12,PIRAPORA II SOLAR HOLDING S.A. (*),1028.21,7.44,24/09/2024,IPCA +
PRTE12,PARANAIBA TRANSMISSORA DE ENERGIA S.A.,659.18,6.43,24/09/2024,IPCA +
PTAZ11,PARINTINS AMAZONAS TRANSMISSORA DE ENERGIA S.A. (*),1129.77,6.84,24/09/2024,IPCA +
QUAT12,ACUCAREIRA QUATA S/A (*) (**),1302.84,6.49,24/09/2024,IPCA +
QUAT13,ACUCAREIRA QUATA S/A (*),1146.82,6.97,24/09/2024,IPCA +
RAHD11,RIO ALTO STL HOLDING I S.A (*),1107.54,8.98,24/09/2024,IPCA +
RATL11,CONCESSIONARIA ROTA DO ATLANTICO S.A (*),1120.32,7.72,24/09/2024,IPCA +
RDOE18,CONCESSIONÁRIA DO RODOANEL OESTE S/A (*),999.47,6.89,24/09/2024,IPCA +
RDVE11,RDVE SUBHOLDING S.A. (*),1304.13,6.87,24/09/2024,IPCA +
RECV11,PETRORECONCAVO S.A. (*),1033.33,7.3,24/09/2024,IPCA +
RESA14,RAIZEN ENERGIA S/A,1229.76,6.58,24/09/2024,IPCA +
RESA15,RAIZEN ENERGIA S/A,1291.41,6.66,24/09/2024,IPCA +
RESA17,RAIZEN ENERGIA S/A (*) (**),1110.43,6.65,24/09/2024,IPCA +
RESA27,RAIZEN ENERGIA S/A (*) (**),1101.06,6.67,24/09/2024,IPCA +
RIGEA3,RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*),1095.71,6.48,24/09/2024,IPCA +
RIPR22,RIO PARANA ENERGIA S/A (*),1121.16,6.6,24/09/2024,IPCA +
RIS412,AGUAS DO RIO 4 SPE S.A (*),10.16,7.75,24/09/2024,IPCA +
RIS414,AGUAS DO RIO 4 SPE S.A (*),1.0,7.73,24/09/2024,IPCA +
RIS422,AGUAS DO RIO 4 SPE S.A (*),9.94,8.0,24/09/2024,IPCA +
RIS424,AGUAS DO RIO 4 SPE S.A (*),1.0,7.93,24/09/2024,IPCA +
RISP12,SPE SANEAMENTO RIO 1 S.A (*),10.19,7.7,24/09/2024,IPCA +
RISP14,SPE SANEAMENTO RIO 1 S.A (*),1.0,7.75,24/09/2024,IPCA +
RISP22,SPE SANEAMENTO RIO 1 S.A (*),9.98,7.95,24/09/2024,IPCA +
RISP24,SPE SANEAMENTO RIO 1 S.A (*),0.98,8.1,24/09/2024,IPCA +
RMSA12,BRK AMBIENTAL - REGIAO METROPOLITANA DE MACEIO S.A. (*),1242.06,7.73,24/09/2024,IPCA +
RRRP13,3R PETROLEUM OLEO E GAS S.A. (*),1108.73,7.81,24/09/2024,IPCA +
RSAN34,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),1191.54,7.01,24/09/2024,IPCA +
RSAN44,COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*),1171.94,6.98,24/09/2024,IPCA +
RUMOA2,RUMO S/A,1283.23,6.55,24/09/2024,IPCA +
RUMOA3,RUMO S/A,1260.29,6.58,24/09/2024,IPCA +
RUMOA4,RUMO S/A,1362.95,6.49,24/09/2024,IPCA +
RUMOA5,RUMO S/A (*) (**),1107.3,6.59,24/09/2024,IPCA +
RUMOA6,RUMO S/A (*),1110.86,6.6,24/09/2024,IPCA +
RUMOA7,RUMO S/A (*),1011.53,6.7,24/09/2024,IPCA +
RUMOB1,RUMO MALHA NORTE S/A,487.73,5.92,24/09/2024,IPCA +
RUMOB3,RUMO S/A,1234.06,6.74,24/09/2024,IPCA +
RUMOB5,RUMO S/A (*) (**),1032.26,6.62,24/09/2024,IPCA +
RUMOB6,RUMO S/A (*),1036.05,6.68,24/09/2024,IPCA +
RUMOB7,RUMO S/A (*),1039.05,6.61,24/09/2024,IPCA +
SABP12,RIO+ SANEAMENTO BL3 S.A (*),1067.19,7.68,24/09/2024,IPCA +
SAELA1,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,1119.1,6.66,24/09/2024,IPCA +
SAELA3,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,1010.09,6.69,24/09/2024,IPCA +
SAELB3,ENERGISA PARAIBA - DISTR.DE ENERGIA S/A,1007.43,6.76,24/09/2024,IPCA +
SAPR10,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR,12582.29,6.36,24/09/2024,IPCA +
SAPRA2,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),1121.99,6.82,24/09/2024,IPCA +
SAPRA3,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),1101.35,6.71,24/09/2024,IPCA +
SAPRB3,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*),1107.94,6.53,24/09/2024,IPCA +
SAVI13,SANTA VITÓRIA DO PALMAR ENERGIAS RENOVÁVEIS S.A.,651.51,7.07,24/09/2024,IPCA +
SBSPB6,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),1261.74,6.5,24/09/2024,IPCA +
SBSPC2,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP,732.84,6.11,24/09/2024,IPCA +
SBSPC4,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP,1272.28,6.55,24/09/2024,IPCA +
SBSPC6,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*) (**),1237.72,6.58,24/09/2024,IPCA +
SBSPD4,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP,1206.03,6.61,24/09/2024,IPCA +
SBSPE9,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1126.71,6.47,24/09/2024,IPCA +
SBSPF9,CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*),1092.89,6.59,24/09/2024,IPCA +
SMTO14,SAO MARTINHO S/A,1076.34,6.88,24/09/2024,IPCA +
SMTO24,SAO MARTINHO S/A,1086.63,6.64,24/09/2024,IPCA +
SNRA13,SONORA ESTANCIA S/A (*),1171.34,7.75,24/09/2024,IPCA +
SPRZ11,ESPERANZA TRANSMISSORA DE ENERGIA S.A (*),906.23,6.45,24/09/2024,IPCA +
SRTI11,SERTÃO I SOLAR ENERGIA SPE S.A.,904.75,6.48,24/09/2024,IPCA +
SUZB19,SUZANO S.A. (*),1041.84,6.5,24/09/2024,IPCA +
SUZB29,SUZANO S.A. (*),1044.66,6.56,24/09/2024,IPCA +
SUZBA0,SUZANO S.A. (*),1033.2,6.33,24/09/2024,IPCA +
TAEB15,TEREOS ACUCAR E ENERGIA BRASIL S.A. (*),1226.79,7.36,24/09/2024,IPCA +
TAEE17,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,1402.4,6.56,24/09/2024,IPCA +
TAEE18,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*),1188.43,6.86,24/09/2024,IPCA +
TAEE26,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*) (**),1236.99,6.57,24/09/2024,IPCA +
TAEE33,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,517.16,6.36,24/09/2024,IPCA +
TAEEA2,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,1082.0,6.58,24/09/2024,IPCA +
TAEEA4,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,997.8,6.56,24/09/2024,IPCA +
TAEEB2,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,1087.56,6.46,24/09/2024,IPCA +
TAEEB4,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,996.32,6.68,24/09/2024,IPCA +
TAEEC2,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,1074.12,6.64,24/09/2024,IPCA +
TAEEC4,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,1008.15,6.69,24/09/2024,IPCA +
TAEED2,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,1055.88,6.66,24/09/2024,IPCA +
TAES15,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A,701.28,5.64,24/09/2024,IPCA +
TBEG11,TIBAGI ENERGIA SPE S/A,1008.76,7.62,24/09/2024,IPCA +
TBLE15,ENGIE BRASIL ENERGIA S.A.,606.04,5.83,24/09/2024,IPCA +
TBLE26,ENGIE BRASIL ENERGIA S.A.(*) (**),1000.83,6.33,24/09/2024,IPCA +
TCII11,AES TUCANO HOLDING II S.A (*),1217.98,6.78,24/09/2024,IPCA +
TIET18,AES TIETE ENERGIA S/A,965.71,6.82,24/09/2024,IPCA +
TIET29,AES TIETE ENERGIA S/A (*) (**),1269.78,6.7,24/09/2024,IPCA +
TIET39,AES TIETE ENERGIA S/A (*) (**),1302.63,6.65,24/09/2024,IPCA +
TIMS12,TIM S.A.,1158.94,6.49,24/09/2024,IPCA +
TNHL11,TUCANO HOLDING III S.A (*),1235.16,6.86,24/09/2024,IPCA +
TOME12,VENTOS DE SÃO TOMÉ HOLDING S/A,1065.29,8.52,24/09/2024,IPCA +
TPEN11,TPE - TRANSMISSORA PARAÍSO DE ENERGIA S.A. (*) (**),1154.95,6.53,24/09/2024,IPCA +
TPNO12,MATRINCHA TRANSMISSORA DE ENERGIA  TP NORTE SA,1028.21,6.58,24/09/2024,IPCA +
TPNO13,MATRINCHA TRANSMISSORA DE ENERGIA  TP NORTE SA (*),1041.47,6.99,24/09/2024,IPCA +
TRCC11,TCC - TRANSMISSORA CAMINHO DO CAFÉ S.A.,1150.86,6.66,24/09/2024,IPCA +
TRGO11,ARGO TRANSMISSAO DE ENERGIA S.A.,1250.38,6.74,24/09/2024,IPCA +
TRPLA4,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1044.15,6.65,24/09/2024,IPCA +
TRPLB4,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1065.82,6.49,24/09/2024,IPCA +
TSSG21,TRANSPORTADORA ASSOCIADA DE GAS S.A. - TAG (*),1024.45,6.44,24/09/2024,IPCA +
TVVH11,TVV TERMINAL DE VILA VELHA S.A. (*),988.12,6.77,24/09/2024,IPCA +
UHSM12,UHE SAO SIMAO ENERGIA S/A,1135.43,6.61,24/09/2024,IPCA +
UNEG11,UTE GNA I GERACAO DE ENERGIA S.A. (*),1107.07,7.98,24/09/2024,IPCA +
UNTE11,UNIFIQUE TELECOMUNICACOES S.A. (*),803.55,6.8,24/09/2024,IPCA +
USAS11,USINA SANTA ADÉLIA S.A.,1142.81,6.74,24/09/2024,IPCA +
UTPS11,USINA TERMELETRICA PAMPA SUL S.A.,1010.42,6.7,24/09/2024,IPCA +
UTPS12,USINA TERMELETRICA PAMPA SUL S.A.,957.9,6.71,24/09/2024,IPCA +
UTPS21,USINA TERMELETRICA PAMPA SUL S.A.,1393.2,6.87,24/09/2024,IPCA +
UTPS22,USINA TERMELETRICA PAMPA SUL S.A.,1235.1,6.77,24/09/2024,IPCA +
VALE38,VALE S/A,1279.26,5.66,24/09/2024,IPCA +
VALE48,VALE S/A,1592.15,6.62,24/09/2024,IPCA +
VAMO33,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1069.31,9.6,24/09/2024,IPCA +
VAMO34,"VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A. (*)",1102.51,9.63,24/09/2024,IPCA +
VBRR11,VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A. (*),1143.78,8.62,24/09/2024,IPCA +
VDBF12,VDB F2 GERACAO DE ENERGIA S.A.,1099.66,6.76,24/09/2024,IPCA +
VDEN12,VERDE 08 ENERGIA SA,1398.9,5.95,24/09/2024,IPCA +
VERO12,VERO S.A. (*),1086.65,8.5,24/09/2024,IPCA +
VERO13,VERO S.A. (*),999.14,8.89,24/09/2024,IPCA +
VLIM13,VLI MULTIMODAL S/A (*),1130.23,6.61,24/09/2024,IPCA +
VLIM14,VLI MULTIMODAL S/A (*),1039.38,6.54,24/09/2024,IPCA +
VLIM15,VLI MULTIMODAL S/A (*),1018.88,6.55,24/09/2024,IPCA +
VPLT12,VIAPAULISTA S.A.,576.04,6.46,24/09/2024,IPCA +
VRDN12,VIARONDON CONCESSIONÁRIA DE RODOVIA S/A,1163.95,7.74,24/09/2024,IPCA +
WDPR11,WINDEPAR HOLDING S. A.,1051.69,6.89,24/09/2024,IPCA +
XNGU17,XINGU RIO TRANSMISSORA DE ENERGIA S.A. (*),1059.59,6.92,24/09/2024,IPCA +
CEEBB2,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),10510.49,106.89,23/09/2024,% do DI
CEPE20,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),10545.3,107.67,23/09/2024,% do DI
DASAA1,DIAGNÓSTICOS DA AMÉRICA S/A (*) (**),10055.12,129.37,23/09/2024,% do DI
DASAB0,DIAGNÓSTICOS DA AMÉRICA S/A (*),10290.37,128.27,23/09/2024,% do DI
DASAC0,DIAGNÓSTICOS DA AMÉRICA S/A (*),10017.17,130.31,23/09/2024,% do DI
GGBRB6,GERDAU S/A (*) (**),1042.19,107.49,23/09/2024,% do DI
HAPV21,HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*) (**),1026.55,108.23,23/09/2024,% do DI
KLBNA2,KLABIN S/A,10326.52,105.3,23/09/2024,% do DI
LORTA5,LOCALIZA RENT A CAR (*) (**),1049.66,106.62,23/09/2024,% do DI
LORTB3,LOCALIZA RENT A CAR (*) (**),5149.09,114.15,23/09/2024,% do DI
LORTD4,LOCALIZA RENT A CAR (*),7533.33,110.57,23/09/2024,% do DI
MULP17,MULTIPLAN EMPREENDIMENTOS IMOBILIÁRIOS S/A (*) (**),10481.74,103.14,23/09/2024,% do DI
PETR36,PETRÓLEO BRASILEIRO S/A - PETROBRAS (*) (**),1022.43,104.76,23/09/2024,% do DI
RADL14,RAIA DROGASIL S/A (*) (**),1039.77,102.75,23/09/2024,% do DI
SAPR29,COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*) (**),10169.1,115.28,23/09/2024,% do DI
TAEE16,TRANS. ALIANÇA DE ENERGIA ELÉTRICA S/A (*) (**),1050.11,102.24,23/09/2024,% do DI
TFLE15,LOCALIZA FLEET S.A. (*) (**),1018.17,115.03,23/09/2024,% do DI
UNDAC2,UNIDAS S/A (*) (**),1046.45,113.82,23/09/2024,% do DI
UNDAC3,UNIDAS S/A (*),1038.92,115.63,23/09/2024,% do DI
AALM11,AURA ALMAS MINERACAO S.A. (*) (**),529.74,1.74,23/09/2024,DI +
AALR13,CENTRO DE IMAGEM DIAGNOSTICOS S/A (*) (**),937.64,8.68,23/09/2024,DI +
AEGE16,EQUIPAV SANEAMENTO S.A. (*) (**),1045.89,2.95,23/09/2024,DI +
AEGP14,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),510.51,0.55,23/09/2024,DI +
AEGP17,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),1065.4,1.48,23/09/2024,DI +
AEGP19,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),1060.49,1.8,23/09/2024,DI +
AEGPA1,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),1012.22,2.29,23/09/2024,DI +
AEGPA3,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*) (**),1016.02,2.0,23/09/2024,DI +
AEGPA4,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),1080.92,2.38,23/09/2024,DI +
AEGPA7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),1016.81,1.93,23/09/2024,DI +
AEGPA9,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),1043.98,2.33,23/09/2024,DI +
AEGPB7,AEGEA SANEAMENTO E PARTICIPAÇÕES S/A (*),1022.6,2.23,23/09/2024,DI +
AERI11,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,641.93,11.93,23/09/2024,DI +
AERI12,AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A,913.76,11.04,23/09/2024,DI +
AESB11,AES BRASIL ENERGIA S.A. (*) (**),307.19,1.49,23/09/2024,DI +
AETE11,AETE - AMAZONIA EMPRESA TRANSMISSORA DE ENERGIA S.A. (*) (**),656.51,1.78,23/09/2024,DI +
AGAU13,AGASUS S.A. (*),1011.82,3.97,23/09/2024,DI +
ALGA19,ALGAR TELECOM S/A (*) (**),1050.39,0.29,23/09/2024,DI +
ALGA28,ALGAR TELECOM S/A,10147.2,0.54,23/09/2024,DI +
ALGAA1,ALGAR TELECOM S/A (*),1046.94,0.73,23/09/2024,DI +
ALGAA2,ALGAR TELECOM S/A (*),1039.06,1.02,23/09/2024,DI +
ALGTA3,ALGAR TELECOM S/A (*),1023.79,1.06,23/09/2024,DI +
ALMC12,ALUBAR METAIS E CABOS S.A (*) (**),784.86,4.65,23/09/2024,DI +
ALSO15,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),1011.16,0.76,23/09/2024,DI +
ALSO16,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),1019.31,0.91,23/09/2024,DI +
ALSO25,ALIANSCE SONAE SHOPPING CENTER S/A (*) (**),1019.73,1.0,23/09/2024,DI +
ALSR12,ALSOL ENERGIAS RENOVAVEIS S/A (*) (**),1006.08,1.57,23/09/2024,DI +
ALTF11,ALTHAIA S.A. INDUSTRIA FARMACEUTICA (*) (**),1026.63,2.16,23/09/2024,DI +
ALUP17,ALUPAR INVESTIMENTO S/A (*) (**),1056.14,0.65,23/09/2024,DI +
AMBP16,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A (*) (**),1051.0,2.57,23/09/2024,DI +
ANHB10,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),380.38,0.44,23/09/2024,DI +
ANHBA2,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),1057.4,0.47,23/09/2024,DI +
ANHBA3,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*) (**),1016.66,0.53,23/09/2024,DI +
ANHBA4,CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*),1063.64,1.07,23/09/2024,DI +
APPSB2,AUTOPISTA PLANALTO SUL S/A (*),1009.02,1.81,23/09/2024,DI +
APRB28,AUTOPISTA REGIS BITTENCOURT S/A (*),703.73,0.7,23/09/2024,DI +
ARML12,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),1065.75,1.2,23/09/2024,DI +
ARML13,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*) (**),1084.62,1.23,23/09/2024,DI +
ARML14,ARMAC LOCACAO LOGISTICA E SERVICOS S.A. (*),1023.92,1.41,23/09/2024,DI +
ARTRA1,ARTERIS S/A (*) (**),1006.86,1.41,23/09/2024,DI +
ARTRA4,ARTERIS S/A (*),1026.2,2.03,23/09/2024,DI +
ARTRA5,ARTERIS S/A (*),1063.61,2.17,23/09/2024,DI +
ASAI12,SENDAS DISTRIBUIDORA S/A (*) (**),1048.61,1.06,23/09/2024,DI +
ASAI14,SENDAS DISTRIBUIDORA S/A (*),1054.8,1.08,23/09/2024,DI +
ASAI18,SENDAS DISTRIBUIDORA S/A (*),1044.01,1.36,23/09/2024,DI +
ASAI19,SENDAS DISTRIBUIDORA S/A (*),1054.58,1.31,23/09/2024,DI +
ASAI22,SENDAS DISTRIBUIDORA S/A (*),1061.39,1.24,23/09/2024,DI +
ASAI28,SENDAS DISTRIBUIDORA S/A (*),1051.44,1.33,23/09/2024,DI +
ASAIA0,SENDAS DISTRIBUIDORA S/A (*),1029.08,1.24,23/09/2024,DI +
BCBF15,BCBF PARTICIPAÇÕES S/A (*) (**),702.95,1.97,23/09/2024,DI +
BCBF16,BCBF PARTICIPAÇÕES S/A (*) (**),1066.65,0.79,23/09/2024,DI +
BCPSA3,CLARO S/A,1022.25,1.01,23/09/2024,DI +
BCPSA4,CLARO S/A,1011.53,1.16,23/09/2024,DI +
BKBR18,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A,1051.51,1.86,23/09/2024,DI +
BKBR19,BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES S/A (*) (**),1041.07,2.44,23/09/2024,DI +
BRIT11,BRISANET PARTICIPACOES S.A.,1026.88,0.98,23/09/2024,DI +
BRIT12,BRISANET PARTICIPACOES S.A. (*),1031.48,1.37,23/09/2024,DI +
BRKMA6,BRASKEM S/A (*),1018.74,2.5,23/09/2024,DI +
BRKMA8,BRASKEM S/A (*),1012.99,2.58,23/09/2024,DI +
BRKMB6,BRASKEM S/A (*),1056.43,1.75,23/09/2024,DI +
BRKMB8,BRASKEM S/A (*),1013.03,2.69,23/09/2024,DI +
BRKPA0,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),1055.86,2.44,23/09/2024,DI +
BRKPA1,BRK AMBIENTAL PARTICIPACOES S/A (*) (**),1028.68,2.56,23/09/2024,DI +
BRKPA2,BRK AMBIENTAL PARTICIPACOES S/A (*),1025.5,2.84,23/09/2024,DI +
BRMLA0,BR MALLS PARTICIPAÇÕES S/A (*) (**),1052.45,0.85,23/09/2024,DI +
BSA312,"B3 S/A - BRASIL, BOLSA, BALCÃO (*) (**)",10461.36,0.76,23/09/2024,DI +
BSA317,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",1066.63,0.53,23/09/2024,DI +
BSA318,"B3 S/A - BRASIL, BOLSA, BALCÃO (*)",1036.88,0.57,23/09/2024,DI +
BTCL11,BRAZIL TOWER CESSAO DE INFRA-ESTRUTURAS S.A. (*) (**),1064.99,3.3,23/09/2024,DI +
BTEL12,BRASIL TELECOM COMUNICACAO MULTIMIDIA S.A. (*) (**),1038.01,3.46,23/09/2024,DI +
BVPL11,BORRACHAS VIPAL S.A. (*),963.16,3.29,23/09/2024,DI +
CAEC11,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*) (**),756.96,1.35,23/09/2024,DI +
CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),1031.51,2.04,23/09/2024,DI +
CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),1035.5,2.3,23/09/2024,DI +
CAML19,CAMIL ALIMENTOS S/A,1071.86,1.01,23/09/2024,DI +
CAMLA1,CAMIL ALIMENTOS S/A,1060.46,1.1,23/09/2024,DI +
CAMLB1,CAMIL ALIMENTOS S/A,1059.46,1.14,23/09/2024,DI +
CASN12,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*) (**),5829.89,1.29,23/09/2024,DI +
CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),1057.79,2.87,23/09/2024,DI +
CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),1044.05,0.73,23/09/2024,DI +
CBRDA8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*) (**),1014.34,4.7,23/09/2024,DI +
CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),989.0,4.26,23/09/2024,DI +
CCROA7,CCR S/A (*),1021.69,0.72,23/09/2024,DI +
CDAR11,UNIDAS LOCADORA S.A. (*) (**),1053.48,2.35,23/09/2024,DI +
CEAB11,C E A MODAS S.A.,526.48,0.64,23/09/2024,DI +
CEAB12,C E A MODAS S.A.,1051.99,1.52,23/09/2024,DI +
CEAB13,C E A MODAS S.A. (*),1018.34,1.76,23/09/2024,DI +
CEAB22,C E A MODAS S.A.,1056.69,1.86,23/09/2024,DI +
CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),1068.72,0.43,23/09/2024,DI +
CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),1031.59,1.34,23/09/2024,DI +
CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1056.19,0.73,23/09/2024,DI +
CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1045.22,0.56,23/09/2024,DI +
CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1079.32,0.57,23/09/2024,DI +
CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),1051.1,0.65,23/09/2024,DI +
CEED11,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*) (**),510.27,0.81,23/09/2024,DI +
CEED14,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),1058.02,0.94,23/09/2024,DI +
CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),1017.25,0.95,23/09/2024,DI +
CELG12,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*) (**),503.92,1.09,23/09/2024,DI +
CELP16,CENTRAIS ELETRICAS DO PARA S.A - CELPA (*) (**),1.05,0.83,23/09/2024,DI +
CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),1050.87,0.46,23/09/2024,DI +
CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1060.43,0.94,23/09/2024,DI +
CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1050.79,0.89,23/09/2024,DI +
CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1007.94,0.99,23/09/2024,DI +
CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),1067.81,1.02,23/09/2024,DI +
CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1065.18,1.31,23/09/2024,DI +
CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,1055.22,0.51,23/09/2024,DI +
CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),1024.57,1.44,23/09/2024,DI +
CGASA0,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),1001.71,0.81,23/09/2024,DI +
CGBP13,CONTOUR GLOBAL DO BRASIL PARTICIPACOES S.A (*) (**),895.92,1.36,23/09/2024,DI +
CGEE11,COMPANHIA ESTADUAL DE GERACAO DE ENERGIA ELETRICA - CEEE-G (*) (**),1038.88,1.96,23/09/2024,DI +
CGOS14,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1.08,0.72,23/09/2024,DI +
CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1011.68,0.73,23/09/2024,DI +
CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1016.8,0.91,23/09/2024,DI +
CIEL16,CIELO S/A,1007.48,0.47,23/09/2024,DI +
CIME12,CIMED INDUSTRIA S.A (*) (**),1046.09,1.37,23/09/2024,DI +
CLCD14,CELESC DISTRIBUIÇÃO S/A (*) (**),449.0,0.78,23/09/2024,DI +
CLCD16,CELESC DISTRIBUIÇÃO S/A (*),1068.17,0.69,23/09/2024,DI +
